Hello World
Using goldhelp.csv
=======
St John's RC Primary School,STJN,10.226.40.71,FS726T, St John's RCPS, Main Can 1_2, 00-18-4d-2e-21-10
St John's RC Primary School,STJN,10.226.40.72,FS726T, St John's RCPS, Nursery Cab 3_1, 00-18-4d-2e-24-ca
St John's RC Primary School,STJN,10.226.40.73,FS726T, St John's RCPS, ICT Suite Cab 3, 00-18-4d-2d-20-7d
=======
St Joseph's RC Primary School,STJS,10.252.16.70,FS726T, , St Joseph"s 1-1, 00-14-6c-eb-a5-0f
St Joseph's RC Primary School,STJS,10.252.16.71,FS726T, , St Joseph"s 1-2, 00-14-6c-eb-a5-0a
St Joseph's RC Primary School,STJS,10.252.16.72,FS726T, EH603779, Main Cab, 00-14-6c-ea-c1-7f
St Joseph's RC Primary School,STJS,10.252.16.73,FS726T, EH603780, Serves Broomhouse, 00-14-6c-ea-c1-46
=======
St Margaret's RC Primary School,STMG,10.218.44.70,FS726T, , St Margaret"sRCPS1-1, 00-14-6c-ea-c1-3c
St Margaret's RC Primary School,STMG,10.218.44.71,FS726T, , St Margaret"sRCPS1-2, 00-14-6c-ea-c1-42
=======
St Mark's RC Primary School,STMA,10.209.24.70,FS750T2, , St Marks RC PS, 00-14-6c-c3-a1-97
=======
St Mary's RC Primary School (Leith),STMY,10.227.32.70,FS726T, St Marys RC Leith, Main Cab, 00-24-b2-5e-fd-3a
St Mary's RC Primary School (Leith),STMY,10.227.32.71,FS726T, St Marys RC Leith, Main Cab, 00-24-b2-5e-fc-9a
St Mary's RC Primary School (Leith),STMY,10.227.32.72,FS726T, St Marys RC Leith, Main Cab, 00-24-b2-5e-fd-32
St Mary's RC Primary School (Leith),STMY,10.227.32.73,FS750T2, St Mary's  PS Leith, Main Comms Cab, 10-0d-7f-bd-94-6e
=======
St Mary's RC Primary School,STMS,10.254.28.70,FS726T, St Mary's ELS, Main Cab, 00-18-4d-2d-20-79
St Mary's RC Primary School,STMS,10.254.28.71,FS750T2, St Mary's ELS, Main Cab, e0-91-f5-95-8f-26
=======
St Ninian's RC Primary School,STNI,10.225.36.70,FS750T2,, St. Ninians RC PS 1, e0-91-f5-95-8f-51
St Ninian's RC Primary School,STNI,10.225.36.71,FS726T, , St. Ninians RC PS 2, 00-14-6c-ec-a9-31
St Ninian's RC Primary School,STNI,10.225.36.72,FS726T, , St. Ninians RC PS 3, 00-14-6c-eb-a5-2d
St Ninian's RC Primary School,STNI,10.225.36.73,FS726T, St Ninians RC PS, Comp Suite, 00-18-4d-3a-62-75
=======
St Peter's RC Primary School,STPE,10.212.20.70,FS726T, St Peter's RCPS, Main Cab 1_1, 00-24-b2-5e-fd-35
St Peter's RC Primary School,STPE,10.212.20.71,FS750T2, St_Peters_RCPS, Main Cab1_2, 00-22-3f-de-09-be
=======
Stenhouse Primary School,STEN,10.252.20.70,FS726T, Stenhouse PS, Main Cab 1_1, 00-18-4d-2e-21-42
Stenhouse Primary School,STEN,10.252.20.71,FS726T, Stenhouse PS, Main Cab 1_2, 00-14-6c-eb-a5-39
Stenhouse Primary School,STEN,10.252.20.72,FS726T, Stenhouse PS, Cab 2_1, 00-18-4d-2e-21-0b
=======
Stockbridge Primary School,STOC,10.217.36.70,FS750T2, , Stockbridge PS 1, c0-3f-0e-43-b1-b5
Stockbridge Primary School,STOC,10.217.36.72,FS726T, stockbridge PS, BOOK STORE , 00-14-6c-eb-a5-5a
=======
The Royal High Primary School,ROYP,10.226.36.70,FS726T, RoyalPS_1-1, Royal High PS, 00-14-6c-eb-a4-ec
The Royal High Primary School,ROYP,10.226.36.71,FS726T, RoyalPS_1-2, Royal Hign PS, 30-46-9a-04-f4-a6
The Royal High Primary School,ROYP,10.226.36.72,FS750T2, RoyalPS_1-3, Royal High PS, 00-22-3f-ea-b1-42
The Royal High Primary School,ROYP,10.226.36.73,FS726T, RoyalPS_2-1, Nursery, 30-46-9a-04-f4-a2
=======
Tollcross Primary School,TOLL,10.219.20.70,FS726T, , Tollcross PS 1-1, 00-14-6c-eb-a5-0c
Tollcross Primary School,TOLL,10.219.20.71,FS726T, , Tollcross PS 1-2, 00-14-6c-ea-c1-45
Tollcross Primary School,TOLL,10.219.20.72,FS726T, tollcross prim ict , , 00-18-4d-2d-20-96
=======
Towerbank Primary School,TOWE,10.226.44.70,FS726T, Towerbank PS1, Main Cab, 00-24-b2-5e-fd-0d
Towerbank Primary School,TOWE,10.226.44.71,FS726T, Towerbank PS2, Towerbank PS CAB , 00-14-6c-ec-a9-84
Towerbank Primary School,TOWE,10.226.44.72,FS726T, Towerbank PS3, Towerbank PS CAB, 00-14-6c-37-a3-f5
Towerbank Primary School,TOWE,10.226.44.73,FS726T, Towerbank PS4, Towerbank PS CAB, 00-18-4d-3a-60-a7
Towerbank Primary School,TOWE,10.226.44.75,FS726T, Towerbank PS, TU , 00-14-6c-ea-c1-32
Towerbank Primary School,TOWE,10.226.44.76,FS750T2, Towerbank ps cab3, nursary comm cpbrd, 10-0d-7f-b7-71-fe
=======
Trinity Primary School,TRIN,10.227.36.70,GS724T,Unknown,Unknown,Unknown
Trinity Primary School,TRIN,10.227.36.71,FS750T2, Trinity PS, Main Cab, 10-0d-7f-bd-94-a6
Trinity Primary School,TRIN,10.227.36.72,FS726T, Trinity PS, Cab2 2_1, 00-18-4d-2e-21-0d
Trinity Primary School,TRIN,10.227.36.73,FS726T, Trinity PS, Cab2 2_2, 00-18-4d-2e-21-db
Trinity Primary School,TRIN,10.227.36.74,GS724T,Unknown,Unknown,Unknown
=======
Victoria Primary School,VICT,10.228.20.70,FS750T2,, Main Cab, 00-22-3f-de-0a-9d
=======
Wardie Primary School,WARD,10.228.24.70,GS724T,Unknown,Unknown,Unknown
Wardie Primary School,WARD,10.228.24.71,FS750T2, Wardie PS, Main Cab 1_2, 00-1b-2f-c2-e2-8e
Wardie Primary School,WARD,10.228.24.72,FS726T, Wardie PS, Annexe 1_1, 00-24-b2-5e-fc-df
Wardie Primary School,WARD,10.228.24.73,FS726T, Wardie PS, Annexe 1_2, 00-1f-33-ff-63-ee
Wardie Primary School,WARD,10.228.24.74,FS726T, wardie ps, CAB1 extension, 00-18-4d-2e-21-fb
=======
Westburn Primary School,WEST,10.203.64.70,FS726T, , Westburn PS 1-1, 00-14-6c-eb-a4-98
Westburn Primary School,WEST,10.203.64.71,FS726T, , Westburn PS 1-2, 00-14-6c-eb-a4-a7
=======
Balgreen Nursery School,BALN,10.201.8.70,FS726T, Balgreen Nursery, Main Cab, 00-24-b2-5e-fc-d8
=======
Calderglen Nursery School,CALD,10.203.20.70,FS726T, Calderglen Nursery, Main Cab, 00-24-b2-5e-fd-38
=======
Cameron House Nursery School,CAME,10.220.4.70,FS726T, , Cameron House NS, 00-14-6c-eb-a4-f8
=======
Cowgate Under 5's Centre,COWG,10.253.12.70,FS726T, Cowgate Under 5's, Main Cab, 00-24-b2-5e-fd-c4
=======
Grassmarket Nursery School,GRAS,10.219.8.70,FS726T, Grassmarket Nursery, Main Cab, 00-18-4d-2d-1b-4e
=======
Greengables Nursery School,GREE,10.226.8.70,FS726T, , Greengables NS, 00-18-4d-2e-25-cb
=======
=======
Hope Cottage Nursery School,HOPE,10.220.32.70,FS726T, Hope Cottage Nursery, Main Cab, 00-24-b2-5e-fc-ef
=======
Kirkliston Nursery School,KIRN,10.202.24.70,FS726T, Kirkliston Nursery, Main Cab, 00-24-b2-5e-fc-e9
=======
Liberton Nursery School,LIBN,10.211.16.70,FS726T, , Liberton NS, 00-18-4d-2e-24-da
=======
Lochrin Nursery School,LOCH,10.219.12.70,FS726T, Lochrin Nursery, Main Cab, 00-24-b2-5e-fd-aa
=======
=======
St Leonard's Nursery School,STLE,10.220.12.70,FS726T, St Leonards Nursery, Main Cab, 00-24-b2-5e-fd-a8
=======
Stanwell Nursery School,STAN,10.227.8.70,FS726T, Stanwell Nursery, Main Cab, 00-24-b2-5e-fd-1f
=======
The Spinney Lane Nursery School,SPIN,10.211.20.70,FS726T, , Spinney Lane NS, 00-18-4d-2e-21-61
=======
Tynecastle Nursery School,TYNN,10.201.12.70,FS726T, Tynecastle Nursery, Main Cab, 00-24-b2-5e-fc-dd
=======
=======
Balerno Commmunity High School,BAL,10.203.4.70,GS724T,Unknown,Unknown,Unknown
Balerno Commmunity High School,BAL,10.203.4.71,FS750T2, Balerno_HS_Cab 1-1, ICT, c0-3f-0e-44-95-8c
Balerno Commmunity High School,BAL,10.203.4.72,FS726T, Balerno HS CAB 1_2, ICT, 00-24-b2-5e-fd-b8
Balerno Commmunity High School,BAL,10.203.4.73,FS726T, Balerno HS CAB 1-3, ICT, 00-14-6c-ea-c1-39
Balerno Commmunity High School,BAL,10.203.4.74,FS750T2, Balerno HS, Science Cab 3/1, 00-22-3f-de-0a-b3
Balerno Commmunity High School,BAL,10.203.4.75,FS726T, Balerno HS CAB 3-2, Science, 00-14-6c-ea-c1-20
Balerno Commmunity High School,BAL,10.203.4.76,FS750T2, Balerno_HS Cab_2-1, Business Studies, 00-22-3f-de-09-cd
Balerno Commmunity High School,BAL,10.203.4.77,FS750T2, Balerno_HS Cab_2-2, Business Studies, 00-22-3f-ea-b0-4f
Balerno Commmunity High School,BAL,10.203.4.78,FS750T2,,,
Balerno Commmunity High School,BAL,10.203.4.79,FS726T, Balerno HS CAB 1_2.1, ICT, 00-24-b2-5e-fd-af
=======
Boroughmuir High School,BOR,10.219.4.70,FS726T, Main Cab, Boroughmuir HS GB SW, 00-18-4d-30-28-d0
Boroughmuir High School,BOR,10.219.4.71,FS726T, Main Cab, Boroughmuir HS, 00-24-b2-5e-fd-b5
Boroughmuir High School,BOR,10.219.4.72,FS750T2,,,
Boroughmuir High School,BOR,10.219.4.73,FS726T, Main Cab, Boroughmuir HS, 00-24-b2-5e-fd-67
Boroughmuir High School,BOR,10.219.4.74,GS724T,Unknown,Unknown,Unknown
Boroughmuir High School,BOR,10.219.4.75,FS750T2,, Boroughmuir HS, c0-3f-0e-44-95-97
Boroughmuir High School,BOR,10.219.4.76,FS750T2,, Boroughmuir HS, c0-3f-0e-44-95-fc
Boroughmuir High School,BOR,10.219.4.77,FS750T2, 2nd Floor Cab, Boroughmuir HS 3-1, 00-22-3f-de-0a-6a
Boroughmuir High School,BOR,10.219.4.78,FS750T2, 2nd Floor Cab, Boroughmuir HS 3-2, 00-22-3f-ea-b2-58
Boroughmuir High School,BOR,10.219.4.79,FS726T, HE Outbuilding, Boroughmuir HS HE, 00-14-6c-ea-c1-44
Boroughmuir High School,BOR,10.219.4.80,FS726T,, Boroughmuir HS , 00-14-6c-ea-c1-83
Boroughmuir High School,BOR,10.219.4.81,FS750T2, Boroughmuir High, cleaners cbd gr fl, 10-0d-7f-bd-90-e6
Boroughmuir High School,BOR,10.219.4.82,FS750T2,, cleaners cpb 1st fl, 84-1b-5e-91-52-a9
=======
Broughton High School,BRO,10.217.4.70,GS724T,Unknown,Unknown,Unknown
Broughton High School,BRO,10.217.4.71,FS750T2, BRTN_CAB-A_02, CAB_A_GROUND_FLOOR, 00-1e-2a-bc-15-61
Broughton High School,BRO,10.217.4.72,FS750T2, BRTN_CAB_A_03, CAB_A_GROUND_FLOOR, 00-1e-2a-48-73-bf
Broughton High School,BRO,10.217.4.73,FS750T2, BRTN_CAB_A_04, CAB_A_GROUND_FLOOR, 00-1e-2a-bc-15-89
Broughton High School,BRO,10.217.4.74,FS750T2, BRTN_CAB_A_05, CAB_A_GROUND_FLOOR, 00-1e-2a-48-73-ba
Broughton High School,BRO,10.217.4.75,FS750T2,, CAB_A_GROUND_FLOOR, 00-1e-2a-48-73-bb
Broughton High School,BRO,10.217.4.76,FS750T2, BRTN_CAB_C_01, CAB_C_GROUND_FLOOR, 00-1e-2a-48-73-f6
Broughton High School,BRO,10.217.4.77,FS750T2, BRTN_CAB_C_02, CAB_C_GROUND_FLOOR, 00-1e-2a-48-73-bc
Broughton High School,BRO,10.217.4.78,FS750T2, BRTN_CAB_C_03, CAB_C_GROUND_FLOOR, 00-1e-2a-bc-15-64
Broughton High School,BRO,10.217.4.79,FS750T2, BRTN_CAB_C_04, CAB_C_GROUND_FLOOR, 00-1e-2a-48-73-be
Broughton High School,BRO,10.217.4.80,FS750T2, BRTN_CAB_B_01, CAB_B_FIRST_FLOOR, 74-44-01-d5-17-8b
Broughton High School,BRO,10.217.4.81,FS750T2, BRTN_CAB_B_02, CAB_B_FIRST_FLOOR, 00-1e-2a-bc-15-42
Broughton High School,BRO,10.217.4.82,FS750T2, BRTN_CAB_B_03, CAB_B_FIRST_FLOOR, e0-46-9a-2a-04-e8
Broughton High School,BRO,10.217.4.83,FS750T2,, CAB_B_FIRST_FLOOR, 00-1e-2a-bc-15-fb
Broughton High School,BRO,10.217.4.84,FS750T2,, CAB_D_FIRST_FLOOR, e0-46-9a-2a-02-fa
Broughton High School,BRO,10.217.4.85,FS750T2, BRTN_CAB_D_02, CAB_D_FIRST_FLOOR, e0-46-9a-2a-02-d4
Broughton High School,BRO,10.217.4.87,FS750T2, BRTN_CAB_D_04, CAB_D_FIRST_FLOOR, e0-46-9a-2a-04-3d
Broughton High School,BRO,10.217.4.88,FS750T2, BRTN_CAB_D_05, CAB_D_FIRST_FLOOR, 00-1e-2a-48-c5-ca
=======
Castlebrae Community High School,CAS,10.225.4.70,FS726T, , Castlebrae HS Gb Sw, 00-14-6c-e4-ad-0f
Castlebrae Community High School,CAS,10.225.4.71,FS750T2, Castlebrae HS, Com Cab English Dept, 10-0d-7f-bd-90-fe
Castlebrae Community High School,CAS,10.225.4.72,FS750T2, CAB 1 - 2nd From Top, Castlebrae HS C1-1, 00-14-6c-31-f6-b7
Castlebrae Community High School,CAS,10.225.4.73,FS750T2, , Castlebrae HS C1-2, 00-14-6c-88-0f-10
Castlebrae Community High School,CAS,10.225.4.74,FS750T2, Castlebrae, Castlebrae HS C2-1, 00-22-3f-de-09-bd
Castlebrae Community High School,CAS,10.225.4.75,FS726T, , Castlebrae HS C2-2, 00-14-6c-ea-ae-73
Castlebrae Community High School,CAS,10.225.4.76,FS726T, , Castlebrae HS C1-4, 00-1b-2f-ad-d1-5c
Castlebrae Community High School,CAS,10.225.4.77,FS726T, , Castlebrae HS Admin3, 00-1b-2f-ad-d1-4a
=======
=======
Craigroyston Community High School,CRR,10.254.4.70,FS726T, Craigroyston_A_01, Cab A, 00-22-3f-9e-92-c2
Craigroyston Community High School,CRR,10.254.4.71,FS750T2, Craigroyston_A_02, Cab A, 00-1e-2a-d4-e9-7a
Craigroyston Community High School,CRR,10.254.4.72,FS750T2, Craigroyston_A_02, Cab A, 00-1e-2a-d4-e9-55
Craigroyston Community High School,CRR,10.254.4.73,FS750T2, Craigroyston_B_05, Cab B, 00-1e-2a-d4-e8-ac
Craigroyston Community High School,CRR,10.254.4.74,FS750T2, Craigroyston_B_06, Cab B, 00-1e-2a-d4-e8-ab
Craigroyston Community High School,CRR,10.254.4.75,FS750T2, Craigroyston_C_01, Cab C, 00-1e-2a-d4-e8-58
Craigroyston Community High School,CRR,10.254.4.76,FS750T2, Craigroyston_C_02, Cab C, 00-1e-2a-d4-e8-59
Craigroyston Community High School,CRR,10.254.4.77,FS750T2, Craigroyston_C_03, Cab C, 00-1e-2a-d4-e8-31
Craigroyston Community High School,CRR,10.254.4.78,FS750T2, Craigroyston_C_04, Cab C, 00-1e-2a-d4-e8-33
Craigroyston Community High School,CRR,10.254.4.79,FS750T2, Craigroyston_B_01, Cab B, 00-1e-2a-d4-e9-e6
Craigroyston Community High School,CRR,10.254.4.80,FS750T2, Craigroyston_B_02, Cab B, 00-1e-2a-d4-e9-e7
Craigroyston Community High School,CRR,10.254.4.81,FS750T2, Craigroyston_B_03, Cab B, 00-1e-2a-d4-e8-c6
Craigroyston Community High School,CRR,10.254.4.82,FS750T2, Craigroyston_B_04, Cab B, 00-1e-2a-d4-e8-c7
Craigroyston Community High School,CRR,10.254.4.83,FS750T2, Craigroyston high, sub comms room, 10-0d-7f-bd-90-96
Craigroyston Community High School,CRR,10.254.4.84,FS750T2, Craigroyston_C_06, Cab C, 00-1e-2a-d4-e8-ee
Craigroyston Community High School,CRR,10.254.4.85,FS750T2, Craigroyston_B_07, Cab B, 00-1e-2a-d4-e8-26
=======
Currie Community High School,CUR,10.203.8.70,GS724T,Unknown,Unknown,Unknown
Currie Community High School,CUR,10.203.8.71,FS750T2,, Main Cab 2, 00-22-3f-de-09-fe
Currie Community High School,CUR,10.203.8.72,FS750T2,, Main Cab 3, 00-18-4d-78-58-23
Currie Community High School,CUR,10.203.8.73,FS750T2,, Main Cab 4, 00-22-3f-de-09-8a
Currie Community High School,CUR,10.203.8.74,FS750T2, Currie HS, Main Cab 5, 00-22-3f-de-0a-b7
Currie Community High School,CUR,10.203.8.75,FS726T, Currie HS, Main Cab 6, 00-14-6c-ea-c1-7b
Currie Community High School,CUR,10.203.8.76,FS750T2, Currie HS, Business Studies 1, 00-22-3f-ea-b5-38
Currie Community High School,CUR,10.203.8.77,FS750T2, Currie HS, Business Studies 2, c0-3f-0e-44-95-a4
Currie Community High School,CUR,10.203.8.78,FS750T2, Currie HS, Business Studies 3, c0-3f-0e-44-95-fd
Currie Community High School,CUR,10.203.8.79,FS750T2, Currie HS, Business Studies 4, 00-14-6c-c3-9f-7a
Currie Community High School,CUR,10.203.8.80,FS726T, Currie HS, PE, 00-14-6c-ea-c1-81
=======
Drummond Community High School,DRU,10.254.8.70,FS726T, , Drummond HS Gb Sw, 00-14-6c-e5-eb-82
Drummond Community High School,DRU,10.254.8.71,FS750T2, Drummond HS, Main Cab 1_2, 00-22-3f-e1-67-27
Drummond Community High School,DRU,10.254.8.72,FS750T2, , Main_Cab 1_3, 00-22-3f-e1-67-26
Drummond Community High School,DRU,10.254.8.73,FS726T, , Drummond HS MC 1_4, 00-14-6c-eb-a4-f7
Drummond Community High School,DRU,10.254.8.74,FS750T2, , Drummond HS C-3, c0-3f-0e-44-95-a5
Drummond Community High School,DRU,10.254.8.75,FS750T2, Drummond HS, Cab C, 10-0d-7f-bd-90-de
Drummond Community High School,DRU,10.254.8.76,FS750T2, , Drummond HS A-1, c0-3f-0e-44-95-e5
Drummond Community High School,DRU,10.254.8.77,FS726T, , DRUMMOND HS B-1, 00-18-4d-2e-23-0b
Drummond Community High School,DRU,10.254.8.78,FS750T2, , DRUMMOND HS B-3, 00-22-3f-ea-b5-25
Drummond Community High School,DRU,10.254.8.79,FS726T, , Drummond HS C-2, 00-18-4d-2d-1f-86
Drummond Community High School,DRU,10.254.8.80,FS726T, , DRUMMOND HS B-2, 00-18-4d-2e-22-81
=======
Firrhill High School,FIR,10.209.4.70,FS726T, , Firrhill HS GB SW, 00-14-6c-e5-eb-ce
Firrhill High School,FIR,10.209.4.71,FS750T2, , Firrhill HS Cab1-1, 00-14-6c-31-f6-b8
Firrhill High School,FIR,10.209.4.72,FS750T2, , Firhill HS - Cab 1-2, 00-22-3f-de-09-ac
Firrhill High School,FIR,10.209.4.73,FS750T2, , Firhill HS - Cab 1-3, 00-22-3f-de-09-63
Firrhill High School,FIR,10.209.4.74,FS750T2, , Firhill HS - Cab 1-4, c0-3f-0e-44-95-6f
Firrhill High School,FIR,10.209.4.75,FS750T2, , Firhill HS - Cab 1-5, c0-3f-0e-44-95-8d
Firrhill High School,FIR,10.209.4.76,FS726T, , Firrhill HS Cab PE, 00-14-6c-eb-a4-bf
Firrhill High School,FIR,10.209.4.77,FS750T2, , Firrhill HS Cab SC, 00-14-6c-c3-9e-a9
Firrhill High School,FIR,10.209.4.79,FS750T2, Room 0/036, Tower hub, c0-3f-0e-44-95-a7
Firrhill High School,FIR,10.209.4.80,FS726T, , Firrhill HS Cab TB2, 00-14-6c-eb-a4-eb
Firrhill High School,FIR,10.209.4.88,FS726T, Firhill Temp, Cab 3, 00-14-6c-eb-a6-08
=======
Forrester High School,FOR,10.202.12.70,GS724T,Unknown,Unknown,Unknown
Forrester High School,FOR,10.202.12.71,GS724T,Unknown,Unknown,Unknown
Forrester High School,FOR,10.202.12.73,FS750T2, Forrester_F1_01, Cab F1, 00-22-3f-e1-dd-57
Forrester High School,FOR,10.202.12.74,FS750T2, Forrester_F1_02, Cab F1, 00-22-3f-de-0a-9e
Forrester High School,FOR,10.202.12.75,FS750T2, Forrester_F1_03, Cab F1, 00-22-3f-e1-dd-54
Forrester High School,FOR,10.202.12.76,FS750T2, Forrester_F1_04, Cab F1, 00-22-3f-de-0a-69
Forrester High School,FOR,10.202.12.77,FS750T2, Forrester_F1_05, Cab F1, 00-22-3f-e1-df-10
Forrester High School,FOR,10.202.12.78,FS750T2, Forrester_F1_06, Cab F1, 00-22-3f-e1-df-11
Forrester High School,FOR,10.202.12.79,FS750T2, Forrester_F1_07, Cab_F1, 00-22-3f-e1-67-5f
Forrester High School,FOR,10.202.12.80,FS750T2, Forrester_F1_08, Cab_F1, 00-22-3f-de-0a-ac
Forrester High School,FOR,10.202.12.81,FS750T2, Forrester_F2_01, Cab F2, 00-22-3f-e1-df-7c
Forrester High School,FOR,10.202.12.82,FS750T2, Forrester_F2_02, Cab F2, 00-22-3f-e1-de-74
Forrester High School,FOR,10.202.12.83,FS750T2, Forrester_F2_03, Cab F2, 00-22-3f-e1-df-39
Forrester High School,FOR,10.202.12.84,FS750T2, Forrester_F2_04, Cab F2, 00-22-3f-e1-de-ae
Forrester High School,FOR,10.202.12.85,FS750T2, Forrester_F3_01, Cab F3, 00-22-3f-e1-df-63
Forrester High School,FOR,10.202.12.86,FS750T2, Forrester_CPE_2, CPE_2, 00-22-3f-e1-de-75
=======
Gracemount High School,GRA,10.211.4.70,GS724T,Unknown,Unknown,Unknown
Gracemount High School,GRA,10.211.4.71,FS750T2, Gracemount HS1, 2nd Sw , 00-14-6c-8c-c2-e0
Gracemount High School,GRA,10.211.4.72,FS750T2, Gracemount HS2, 3rd SW, 00-14-6c-8c-c2-e6
Gracemount High School,GRA,10.211.4.73,FS750T2, Gracemount HS3, 4th SW, 00-14-6c-83-3b-df
Gracemount High School,GRA,10.211.4.74,FS750T2, Gracemount HS4, 5th SW, 84-1b-5e-90-ae-7c
Gracemount High School,GRA,10.211.4.75,FS750T2, Gracemount HS5, 6th SW, 00-22-3f-de-0a-22
Gracemount High School,GRA,10.211.4.76,FS750T2, Gracemount HS6, 7th SW, 84-1b-5e-90-ae-84
Gracemount High School,GRA,10.211.4.77,FS750T2, Gracemount HS7, 8th SW, e0-46-9a-2a-04-15
=======
Holy Rood High School,HOL,10.225.8.70,FS726T, Holyrood_G_01, Cab G Main, 00-22-3f-9b-da-0f
Holy Rood High School,HOL,10.225.8.71,FS750T2,, Cab G Main, 00-1e-2a-d4-ea-15
Holy Rood High School,HOL,10.225.8.72,FS750T2, Holyrood Cab D-1, , 00-1e-2a-d4-e9-1f
Holy Rood High School,HOL,10.225.8.73,FS750T2, holyrood high, cab d, 10-0d-7f-bd-90-d6
Holy Rood High School,HOL,10.225.8.74,FS750T2, Holyrood Cab E-1, , 00-1e-2a-d4-e8-c2
Holy Rood High School,HOL,10.225.8.75,FS750T2, Holyrood Cab A-1, Cab A, 00-1e-2a-d4-ea-17
Holy Rood High School,HOL,10.225.8.76,FS750T2, Holyrood Cab B-1, Cab B, 00-1e-2a-d4-e8-cf
Holy Rood High School,HOL,10.225.8.77,FS750T2, Holyrood Cab F-1, , c0-3f-0e-44-95-a8
Holy Rood High School,HOL,10.225.8.78,FS750T2, Holyrood Cab F-2, , 00-1e-2a-d4-e8-27
Holy Rood High School,HOL,10.225.8.79,FS750T2, Holyrood Cab F-3, , e0-91-f5-95-8f-25
Holy Rood High School,HOL,10.225.8.80,FS750T2, Holyrood Cab F - 4, , 00-1e-2a-d4-e8-c1
Holy Rood High School,HOL,10.225.8.81,FS750T2, Holyrood Cab F - 5, , 00-1e-2a-d4-e8-cd
Holy Rood High School,HOL,10.225.8.82,FS750T2, Holyrood Cab C-1, , 00-1e-2a-d4-e8-ef
Holy Rood High School,HOL,10.225.8.83,FS750T2, Holyrood Cab A-2, , 00-1e-2a-d4-e8-cc
Holy Rood High School,HOL,10.225.8.84,FS750T2, Holyrood High, cabinet g, 28-c6-8e-fd-24-2c
=======
James Gillespie's High School,JAM,10.212.4.70,FS750T2,, JGHS Main Cab, e0-46-9a-2a-02-fb
James Gillespie's High School,JAM,10.212.4.71,FS750T2, JGHS , Main comms Cabinet, e0-91-f5-1f-74-12
James Gillespie's High School,JAM,10.212.4.72,FS750T2, , JGHS Lauder 2, 00-14-6c-88-0f-14
James Gillespie's High School,JAM,10.212.4.73,FS750T2, , JGHS Lauder 3, 00-22-3f-de-09-5f
James Gillespie's High School,JAM,10.212.4.74,FS726T, , JGHS Lauder 4, 00-14-6c-eb-a4-d4
James Gillespie's High School,JAM,10.212.4.75,FS726T, , JGHS Spylaw 1, 00-18-4d-2e-21-31
James Gillespie's High School,JAM,10.212.4.76,FS750T2, , JGHS Bruntsfield , 00-14-6c-88-0f-04
James Gillespie's High School,JAM,10.212.4.77,FS750T2, , JGHS Thirlstane, 00-14-6c-88-0f-27
James Gillespie's High School,JAM,10.212.4.79,FS726T, , JGHS Rosslyn 2, 00-14-6c-e6-fc-fb
James Gillespie's High School,JAM,10.212.4.80,FS750T2,, JGHS Warrender 1, 74-44-01-d5-17-bf
James Gillespie's High School,JAM,10.212.4.81,FS726T, , JGHS Warrander 2, 00-14-6c-e6-fd-00
James Gillespie's High School,JAM,10.212.4.82,FS726T, , JGHS Spylaw_2, 00-18-4d-34-90-0e
=======
Leith Academy,LEI,10.227.4.70,FS726T, , Leith HS Cab1 Gb Sw, 00-18-4d-30-28-80
Leith Academy,LEI,10.227.4.71,FS750T2, , Main cabinet, e0-91-f5-20-f3-fb
Leith Academy,LEI,10.227.4.72,FS750T2, , Main Cabinet, 00-14-6c-31-f6-2d
Leith Academy,LEI,10.227.4.73,FS750T2, , Main Cabinet, 00-14-6c-31-f6-54
Leith Academy,LEI,10.227.4.74,FS750T2, , Main Cabinet, 00-14-6c-31-f6-4a
Leith Academy,LEI,10.227.4.75,FS726T, , Leith HS Cab1-5, 00-14-6c-eb-a4-fd
Leith Academy,LEI,10.227.4.76,FS750T2, , Leith Acad - Cab 2-1, 00-22-3f-de-09-ba
Leith Academy,LEI,10.227.4.77,FS750T2, , , e0-91-f5-1f-74-1b
Leith Academy,LEI,10.227.4.78,FS750T2, , Leith Acad Cab 3-1, 00-22-3f-f1-51-4e
Leith Academy,LEI,10.227.4.79,FS750T2, , Leith Acad Cab 3-2, 00-22-3f-de-09-62
Leith Academy,LEI,10.227.4.80,FS750T2, , Leith HS Cab 4-1, e0-91-f5-20-f4-3a
Leith Academy,LEI,10.227.4.81,FS726T, , Leith HS Cab4-2, 00-18-4d-2d-20-74
=======
Liberton High School,LIB,10.211.8.70,FS750T2, Liberton HS SW1, Main Cab ports 43-49, c0-3f-0e-44-95-f8
Liberton High School,LIB,10.211.8.71,FS750T2, , , e0-91-f5-95-90-45
Liberton High School,LIB,10.211.8.72,FS750T2, , , e0-91-f5-20-f3-a3
Liberton High School,LIB,10.211.8.73,FS750T2, Liberton HS SW3, Main Cab, e0-91-f5-95-90-40
Liberton High School,LIB,10.211.8.74,FS750T2, Liberton HS SW5, Main Cab, c0-3f-0e-44-95-c2
Liberton High School,LIB,10.211.8.75,FS750T2, Liberton HS SW6, Main Cab, c0-3f-0e-44-96-0f
Liberton High School,LIB,10.211.8.76,FS750T2, Liberton HS SW6, Main Cab, e0-91-f5-95-8e-e3
Liberton High School,LIB,10.211.8.77,FS726T,, Science Block Cab, 00-18-4d-d2-d2-c0
Liberton High School,LIB,10.211.8.79,FS726T, Liberton HS SW11, PE Cabinet, 00-18-4d-d2-d2-b3
