CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.226.60.0:10.226.61.0:10.226.62.0:10.226.63.0:
CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.225.48.0:10.225.49.0:10.225.50.0:10.225.51.0:
CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.225.52.0:10.225.53.0:10.225.54.0:10.225.55.0
CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.226.64.0:10.226.65.0:10.226.66.0:10.226.67.0:
CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.226.68.0:10.226.69.0:10.226.70.0:10.226.71.0:
CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.226.52.0:10.226.53.0:10.226.54.0:10.226.55.0:
CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.225.44.0:10.225.45.0:10.225.46.0:10.225.47.0:
CLD,CLD East,CLEA,CLDEast,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.226.72.0:10.226.73.0:10.226.74.0:10.226.75.0:
CLD,CLD North,CLNO,CLDNorth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.217.56.0:10.217.57.0:10.217.58.0:10.217.59.0:
CLD,CLD North,CLNO,CLDNorth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.217.48.0:10.217.49.0:10.217.50.0:10.217.51.0:
CLD,CLD North,CLNO,CLDNorth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.227.60.0:10.227.61.0:10.227.62.0:10.227.63.0:
CLD,CLD North,CLNO,CLDNorth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.228.32.0:10.228.33.0:10.228.34.0:10.228.35.0:
CLD,CLD North,CLNO,CLDNorth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.228.28.0:10.228.29.0:10.228.30.0:10.228.31.0:
CLD,CLD North,CLNO,CLDNorth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.228.32.0:10.228.33.0:10.228.34.0:10.228.35.0:
CLD,CLD North,CLNO,CLDNorth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.217.44.0:10.217.45.0:10.217.46.0:10.217.47.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.254.36.0:10.254.37.0:10.254.38.0:10.254.39.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.201.48.0:10.201.49.0:10.201.50.0:10.201.51.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.211.80.0:10.211.81.0:10.211.82.0:10.211.83.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.211.76.0:10.211.77.0:10.211.78.0:10.211.79.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.226.56.0:10.226.57.0:10.226.58.0:10.226.59.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.211.92.0:10.211.93.0:10.211.94.0:10.211.95.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.220.36.0:10.220.37.0:10.220.38.0:10.220.39.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.220.40.0:10.220.41.0:10.220.42.0:10.220.43.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.211.88.0:10.211.89.0:10.211.90.0:10.211.91.0:
CLD,CLD South,CLSO,CLDSouth,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.211.84.0:10.211.85.0:10.211.86.0:10.211.87.0:
CLD,CLD SouthWest,CLSW,CLDSouthWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.203.68.0:10.203.69.0:10.203.70.0:10.203.71.0:
CLD,CLD SouthWest,CLSW,CLDSouthWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.203.76.0:10.203.77.0:10.203.78.0:10.203.79.0:
CLD,CLD SouthWest,CLSW,CLDSouthWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.203.96.0:10.203.97.0:10.203.98.0:10.203.99.0:
CLD,CLD West,CLWE,CLDWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.252.36.0:10.252.37.0:10.252.38.0:10.252.39.0:
CLD,CLD West,CLWE,CLDWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.203.88.0:10.203.89.0:10.203.90.0:10.203.91.0:
CLD,CLD West,CLWE,CLDWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.218.48.0:10.218.49.0:10.218.50.0:10.218.51.0:
CLD,CLD West,CLWE,CLDWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.217.52.0:10.217.53.0:10.217.54.0:10.217.55.0:
CLD,CLD West,CLWE,CLDWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.201.52.0:10.201.53.0:10.201.54.0:10.201.55.0:
CLD,CLD West,CLWE,CLDWest,lt-cap-ad-1.ltad.ea.edin.sch.uk,:10.202.68.0:10.202.69.0:10.202.70.0:10.202.71.0:
